subscription_id,user_id,plan,billing_period,amount,payment_method,subscription_date,renewal_date,status
sub_064f944c,user_00786,Premium,annual,1199000,e_wallet,2025-06-04,2026-06-04,expired
sub_8fe8d0ea,user_00787,Standard,monthly,79000,credit_card,2025-09-13,2025-10-13,active
sub_8353ec22,user_00788,Basic,monthly,49000,debit_card,2026-03-28,2026-04-27,cancelled
sub_5158af4c,user_00789,Basic,monthly,49000,e_wallet,2025-10-06,2025-11-05,active
sub_a6c1674f,user_00790,Premium,annual,1199000,bank_transfer,2025-11-02,2026-11-02,active
sub_cccc901b,user_00792,Premium,annual,1199000,debit_card,2025-10-07,2026-10-07,active
sub_afdf8c53,user_00793,Premium,monthly,119000,e_wallet,2025-11-21,2025-12-21,active
sub_182037e9,user_00794,Standard,annual,799000,credit_card,2025-08-26,2026-08-26,active
sub_843c96a3,user_00796,Premium,annual,1199000,e_wallet,2025-08-23,2026-08-23,active
sub_52495244,user_00799,Basic,monthly,49000,e_wallet,2025-10-05,2025-11-04,active
sub_58f3c44d,user_00800,Basic,annual,499000,bank_transfer,2025-10-10,2026-10-10,cancelled
sub_48dd563e,user_00801,Standard,monthly,79000,e_wallet,2026-02-04,2026-03-06,active
sub_610b91ed,user_00802,Standard,monthly,79000,bank_transfer,2025-11-13,2025-12-13,active
sub_6f081494,user_00803,Premium,monthly,119000,debit_card,2026-04-13,2026-05-13,expired
sub_d53b992f,user_00805,Basic,annual,499000,debit_card,2025-09-14,2026-09-14,active
sub_fe295de9,user_00806,Standard,monthly,79000,e_wallet,2025-10-31,2025-11-30,active
sub_5f11dc4c,user_00807,Standard,monthly,79000,debit_card,2025-12-09,2026-01-08,active
sub_f96c5724,user_00808,Standard,monthly,79000,e_wallet,2026-02-04,2026-03-06,active
sub_7517c996,user_00812,Standard,monthly,79000,e_wallet,2026-02-21,2026-03-23,active
sub_7aaccfd6,user_00813,Premium,monthly,119000,e_wallet,2025-12-22,2026-01-21,active
sub_9ac50880,user_00814,Basic,monthly,49000,credit_card,2025-08-09,2025-09-08,active
sub_6a421b5d,user_00816,Standard,annual,799000,bank_transfer,2025-09-05,2026-09-05,active
sub_6ab0452f,user_00817,Standard,monthly,79000,debit_card,2025-10-26,2025-11-25,active
sub_e2606ed2,user_00819,Basic,annual,499000,credit_card,2025-05-14,2026-05-14,active
sub_3cf7168e,user_00820,Basic,monthly,49000,credit_card,2025-12-08,2026-01-07,active
sub_e5de39c6,user_00822,Standard,annual,799000,credit_card,2025-10-13,2026-10-13,expired
sub_64d58516,user_00825,Premium,monthly,119000,credit_card,2025-05-01,2025-05-31,active
sub_534a4d17,user_00826,Standard,monthly,79000,credit_card,2025-10-11,2025-11-10,expired
sub_79857523,user_00827,Premium,annual,1199000,bank_transfer,2025-09-14,2026-09-14,expired
sub_a45c7d28,user_00828,Premium,monthly,119000,bank_transfer,2025-10-12,2025-11-11,active
sub_4d7dfa5d,user_00829,Basic,annual,499000,debit_card,2026-03-31,2027-03-31,expired
sub_cfff7919,user_00830,Standard,annual,799000,credit_card,2025-07-30,2026-07-30,active
sub_acaaa143,user_00832,Standard,monthly,79000,debit_card,2025-07-19,2025-08-18,active
sub_a0c96597,user_00833,Standard,annual,799000,debit_card,2025-09-22,2026-09-22,active
sub_dfb5ec8e,user_00834,Standard,annual,799000,credit_card,2025-10-14,2026-10-14,active
sub_d371dad1,user_00837,Premium,annual,1199000,e_wallet,2025-10-05,2026-10-05,active
sub_49b93e5b,user_00838,Standard,annual,799000,debit_card,2026-01-23,2027-01-23,active
sub_9cc69548,user_00839,Basic,monthly,49000,credit_card,2026-01-20,2026-02-19,active
sub_54e9c1f2,user_00840,Premium,monthly,119000,credit_card,2025-06-29,2025-07-29,cancelled
sub_fec587f6,user_00841,Premium,annual,1199000,bank_transfer,2025-04-21,2026-04-21,active
sub_05025d40,user_00842,Premium,monthly,119000,bank_transfer,2025-08-19,2025-09-18,active
sub_424a6103,user_00843,Standard,monthly,79000,bank_transfer,2025-06-15,2025-07-15,active
sub_57fdaf6e,user_00845,Premium,annual,1199000,e_wallet,2025-05-24,2026-05-24,active
sub_ed4828ad,user_00846,Standard,annual,799000,bank_transfer,2026-02-10,2027-02-10,active
sub_1f634e23,user_00847,Standard,annual,799000,bank_transfer,2025-11-20,2026-11-20,cancelled
sub_e9b67818,user_00848,Premium,annual,1199000,e_wallet,2026-02-17,2027-02-17,active
sub_0836580e,user_00849,Basic,annual,499000,e_wallet,2025-08-26,2026-08-26,active
sub_46d3b3d0,user_00850,Premium,annual,1199000,e_wallet,2025-06-10,2026-06-10,active
sub_80e6bf63,user_00852,Premium,annual,1199000,credit_card,2025-12-24,2026-12-24,active
sub_44020cb0,user_00853,Standard,monthly,79000,credit_card,2026-02-24,2026-03-26,cancelled
sub_67e3ac55,user_00855,Standard,annual,799000,e_wallet,2025-07-30,2026-07-30,active
sub_80c0ca9c,user_00856,Premium,annual,1199000,e_wallet,2025-08-27,2026-08-27,cancelled
sub_dc250e46,user_00857,Basic,annual,499000,debit_card,2025-09-26,2026-09-26,active
sub_e72fb6ae,user_00858,Basic,annual,499000,credit_card,2025-04-21,2026-04-21,expired
sub_f5a7c53a,user_00859,Basic,annual,499000,credit_card,2026-01-02,2027-01-02,active
sub_8870d62f,user_00860,Basic,annual,499000,bank_transfer,2025-10-05,2026-10-05,active
sub_8ffc493e,user_00861,Basic,annual,499000,credit_card,2025-11-30,2026-11-30,active
sub_242c6f78,user_00862,Standard,annual,799000,e_wallet,2025-11-21,2026-11-21,expired
sub_bb09c3c7,user_00863,Premium,monthly,119000,debit_card,2025-06-23,2025-07-23,active
sub_2c920e10,user_00864,Standard,monthly,79000,bank_transfer,2025-11-01,2025-12-01,active
sub_901590c0,user_00867,Standard,annual,799000,bank_transfer,2026-01-09,2027-01-09,active
sub_529ce133,user_00868,Standard,monthly,79000,bank_transfer,2025-12-20,2026-01-19,active
sub_365324ed,user_00869,Basic,monthly,49000,credit_card,2025-06-11,2025-07-11,active
sub_e96df1cf,user_00871,Standard,monthly,79000,debit_card,2025-04-29,2025-05-29,active
sub_7ca8a41b,user_00872,Basic,monthly,49000,debit_card,2026-01-29,2026-02-28,active
sub_dda03c28,user_00873,Basic,annual,499000,credit_card,2025-10-16,2026-10-16,active
sub_6a033c50,user_00874,Basic,monthly,49000,e_wallet,2025-04-21,2025-05-21,active
sub_d099cc7b,user_00875,Basic,annual,499000,e_wallet,2026-01-11,2027-01-11,active
sub_35053959,user_00877,Premium,monthly,119000,e_wallet,2025-07-28,2025-08-27,active
sub_9ecbabc5,user_00878,Premium,monthly,119000,debit_card,2026-01-16,2026-02-15,active
sub_39de0928,user_00879,Standard,annual,799000,bank_transfer,2026-03-31,2027-03-31,active
sub_8be218ed,user_00880,Standard,monthly,79000,bank_transfer,2026-02-12,2026-03-14,expired
sub_27c7b4a4,user_00881,Basic,monthly,49000,e_wallet,2025-07-14,2025-08-13,active
sub_e58529bf,user_00883,Basic,monthly,49000,bank_transfer,2026-01-29,2026-02-28,active
sub_4bb94b1e,user_00884,Basic,annual,499000,e_wallet,2025-07-21,2026-07-21,expired
sub_6815b30c,user_00885,Basic,monthly,49000,bank_transfer,2026-01-06,2026-02-05,active
sub_4e75d43d,user_00886,Premium,annual,1199000,debit_card,2025-06-14,2026-06-14,active
sub_afb81f76,user_00887,Basic,annual,499000,debit_card,2025-07-27,2026-07-27,active
sub_b34ba034,user_00889,Basic,annual,499000,e_wallet,2026-02-09,2027-02-09,active
sub_1e94993e,user_00890,Premium,annual,1199000,credit_card,2025-08-07,2026-08-07,expired
sub_ad17be07,user_00892,Premium,annual,1199000,bank_transfer,2025-06-10,2026-06-10,active
sub_192c07dc,user_00893,Basic,annual,499000,debit_card,2025-05-12,2026-05-12,active
sub_22b982f7,user_00894,Premium,monthly,119000,debit_card,2025-05-31,2025-06-30,cancelled
sub_ed066b1a,user_00895,Premium,annual,1199000,credit_card,2026-03-23,2027-03-23,active
sub_150c5642,user_00896,Standard,monthly,79000,credit_card,2026-02-18,2026-03-20,cancelled
sub_b2b92dcb,user_00897,Standard,annual,799000,credit_card,2025-11-11,2026-11-11,active
sub_50861016,user_00899,Standard,annual,799000,bank_transfer,2025-12-17,2026-12-17,active
sub_7ba5a740,user_00901,Standard,monthly,79000,e_wallet,2026-02-03,2026-03-05,active
sub_3e0d7b45,user_00903,Premium,annual,1199000,credit_card,2026-02-07,2027-02-07,active
sub_9518c432,user_00905,Basic,monthly,49000,bank_transfer,2026-03-16,2026-04-15,active
sub_029713c9,user_00906,Basic,annual,499000,debit_card,2026-02-09,2027-02-09,active
sub_ffcb55de,user_00907,Basic,annual,499000,credit_card,2026-03-18,2027-03-18,expired
sub_565b7ea0,user_00909,Basic,annual,499000,bank_transfer,2026-02-15,2027-02-15,active
sub_2da82bc9,user_00910,Standard,annual,799000,bank_transfer,2025-08-06,2026-08-06,cancelled
sub_b87aee58,user_00911,Premium,annual,1199000,credit_card,2025-04-27,2026-04-27,active
sub_346392ca,user_00912,Basic,monthly,49000,bank_transfer,2025-11-28,2025-12-28,active
sub_f02edd6c,user_00913,Basic,annual,499000,e_wallet,2025-11-28,2026-11-28,expired
sub_10417b23,user_00914,Basic,annual,499000,e_wallet,2026-03-15,2027-03-15,cancelled
sub_c1c5b94d,user_00916,Basic,annual,499000,e_wallet,2025-10-14,2026-10-14,active
sub_a80c968d,user_00917,Basic,annual,499000,e_wallet,2025-11-03,2026-11-03,active
sub_7ea47626,user_00920,Premium,annual,1199000,e_wallet,2026-01-13,2027-01-13,active
sub_5cb7e49d,user_00921,Premium,annual,1199000,bank_transfer,2025-08-29,2026-08-29,cancelled
sub_21d20631,user_00922,Standard,monthly,79000,credit_card,2025-10-20,2025-11-19,active
sub_830d62df,user_00923,Basic,annual,499000,e_wallet,2026-02-25,2027-02-25,expired
sub_bb459aae,user_00924,Premium,monthly,119000,debit_card,2026-02-27,2026-03-29,active
sub_99802256,user_00925,Premium,annual,1199000,credit_card,2025-07-04,2026-07-04,active
sub_0d494dfa,user_00926,Standard,annual,799000,credit_card,2025-09-25,2026-09-25,active
sub_7fefd909,user_00928,Standard,annual,799000,e_wallet,2025-09-12,2026-09-12,expired
sub_2b8a2c1a,user_00929,Basic,annual,499000,bank_transfer,2026-03-12,2027-03-12,active
sub_25bb779a,user_00930,Standard,annual,799000,bank_transfer,2025-07-29,2026-07-29,cancelled
sub_741caaf1,user_00931,Basic,monthly,49000,bank_transfer,2025-04-21,2025-05-21,active
sub_20586ac4,user_00933,Premium,monthly,119000,e_wallet,2026-01-10,2026-02-09,active
sub_57355163,user_00935,Standard,monthly,79000,bank_transfer,2026-04-08,2026-05-08,cancelled
sub_7fb70f48,user_00936,Premium,annual,1199000,debit_card,2025-10-17,2026-10-17,active
sub_21f60962,user_00937,Premium,monthly,119000,bank_transfer,2026-01-10,2026-02-09,active
sub_0265eca4,user_00938,Premium,monthly,119000,e_wallet,2025-07-14,2025-08-13,cancelled
sub_d466d7e0,user_00939,Basic,annual,499000,credit_card,2025-07-28,2026-07-28,active
sub_aa991619,user_00940,Standard,monthly,79000,e_wallet,2026-04-08,2026-05-08,expired
sub_c0892631,user_00941,Standard,annual,799000,bank_transfer,2025-12-02,2026-12-02,active
sub_035db10d,user_00942,Standard,monthly,79000,e_wallet,2025-05-25,2025-06-24,expired
sub_6c6fcee8,user_00943,Standard,annual,799000,credit_card,2026-01-16,2027-01-16,active
sub_c7cd7d1d,user_00945,Standard,annual,799000,debit_card,2025-08-15,2026-08-15,active
sub_7066147c,user_00946,Premium,monthly,119000,debit_card,2025-04-15,2025-05-15,active
sub_7be49d6a,user_00947,Basic,monthly,49000,credit_card,2025-09-10,2025-10-10,active
sub_723a5439,user_00949,Premium,monthly,119000,bank_transfer,2025-07-04,2025-08-03,active
sub_e90f86eb,user_00950,Basic,monthly,49000,bank_transfer,2025-11-19,2025-12-19,cancelled
sub_65ba9a49,user_00951,Premium,monthly,119000,debit_card,2026-01-04,2026-02-03,active
sub_fa4c751c,user_00952,Basic,annual,499000,debit_card,2025-12-12,2026-12-12,active
sub_6af09090,user_00953,Standard,annual,799000,e_wallet,2025-06-12,2026-06-12,active
sub_fee0599b,user_00954,Basic,monthly,49000,e_wallet,2025-09-25,2025-10-25,active
sub_2c45ebc8,user_00955,Basic,annual,499000,credit_card,2025-09-24,2026-09-24,expired
sub_7034b6fd,user_00956,Standard,monthly,79000,e_wallet,2025-10-28,2025-11-27,active
sub_e72c7d93,user_00957,Basic,monthly,49000,debit_card,2025-06-06,2025-07-06,active
sub_48f7d45d,user_00958,Premium,monthly,119000,e_wallet,2025-08-15,2025-09-14,active
sub_19bd6918,user_00959,Standard,monthly,79000,credit_card,2025-11-16,2025-12-16,active
sub_16b0950c,user_00960,Premium,monthly,119000,e_wallet,2025-07-03,2025-08-02,active
sub_3fef13f8,user_00962,Standard,annual,799000,debit_card,2026-01-01,2027-01-01,active
sub_b50cceb1,user_00963,Basic,annual,499000,bank_transfer,2026-02-25,2027-02-25,active
sub_a3f4cabd,user_00964,Premium,annual,1199000,e_wallet,2026-01-05,2027-01-05,active
sub_7fdd8004,user_00965,Premium,annual,1199000,e_wallet,2026-04-02,2027-04-02,active
sub_c865fa02,user_00966,Standard,annual,799000,bank_transfer,2025-08-19,2026-08-19,cancelled
sub_73156d5e,user_00967,Premium,annual,1199000,bank_transfer,2026-01-25,2027-01-25,active
sub_170ccd23,user_00969,Premium,monthly,119000,bank_transfer,2025-08-22,2025-09-21,expired
sub_e23195d5,user_00970,Premium,monthly,119000,e_wallet,2026-04-13,2026-05-13,cancelled
sub_09cd4e47,user_00971,Standard,annual,799000,bank_transfer,2025-12-03,2026-12-03,active
sub_6c982477,user_00972,Premium,annual,1199000,credit_card,2025-08-14,2026-08-14,active
sub_0f7f7642,user_00975,Premium,monthly,119000,e_wallet,2025-08-26,2025-09-25,expired
sub_a4f951fd,user_00976,Standard,monthly,79000,e_wallet,2025-10-09,2025-11-08,active
sub_a72d4bf3,user_00977,Standard,monthly,79000,bank_transfer,2025-11-15,2025-12-15,cancelled
sub_360e64bb,user_00978,Standard,monthly,79000,credit_card,2026-02-16,2026-03-18,expired
sub_ed04ea9c,user_00980,Basic,monthly,49000,debit_card,2025-04-27,2025-05-27,expired
sub_72c0fe36,user_00981,Standard,annual,799000,e_wallet,2025-05-26,2026-05-26,active
sub_d248333f,user_00982,Premium,annual,1199000,debit_card,2026-03-02,2027-03-02,expired
sub_ffac52b1,user_00983,Basic,monthly,49000,debit_card,2026-02-15,2026-03-17,cancelled
sub_61e4eaca,user_00984,Premium,annual,1199000,e_wallet,2025-09-09,2026-09-09,active
sub_69955399,user_00985,Standard,monthly,79000,credit_card,2025-08-14,2025-09-13,cancelled
sub_f51e9055,user_00986,Standard,annual,799000,debit_card,2025-09-01,2026-09-01,cancelled
sub_3e9e2fd3,user_00987,Standard,monthly,79000,credit_card,2025-08-17,2025-09-16,active
sub_e3ed3b98,user_00991,Standard,annual,799000,credit_card,2025-04-25,2026-04-25,expired
sub_a116a6d4,user_00992,Basic,monthly,49000,debit_card,2025-08-17,2025-09-16,active
sub_e6aabd5b,user_00994,Basic,monthly,49000,debit_card,2025-10-01,2025-10-31,active
sub_a687cb94,user_00997,Standard,annual,799000,e_wallet,2026-03-12,2027-03-12,cancelled
sub_5eed836d,user_00999,Premium,monthly,119000,bank_transfer,2025-12-06,2026-01-05,active
sub_11656e9e,user_01000,Basic,annual,499000,credit_card,2025-10-19,2026-10-19,active
